video_id,title,channel_name,channel_id,view_count,like_count,comment_count,published_date,thumbnail,year
JzYGWl_Ly1E,Activision’s biggest mistake..,TmarTn,UCEHf6KUY7Zw7hlXQ7hDemwQ,152739,5267,462,2019-10-17 19:15:00+00:00,https://i.ytimg.com/vi/JzYGWl_Ly1E/hqdefault.jpg,2019
lgD-Tr4YJEc,Same Beef Bohemia ft Sidhu Moosewala [BASS BOOSTED] | Punjabi Songs 2019,Punjabi Bass Boosted,UC4L0Prj8h2mOlYT_t32EJqw,8506778,122594,1577,2019-08-20 04:22:14+00:00,https://i.ytimg.com/vi/lgD-Tr4YJEc/hqdefault.jpg,2019
-wKDP_Udk_o,abi - R.I.P. vloggeri (Look At Me Freestyle),abi talent,UCQGg3WPrQ0bmcktpIdWoT5g,12690802,354440,48641,2019-05-23 17:30:03+00:00,https://i.ytimg.com/vi/-wKDP_Udk_o/hqdefault.jpg,2019
5FpcdGpktCU,Bars and Melody - Waiting For The Sun - Live Performance | Vevo,BarsAndMelodyVEVO,UCMnRkJJed4EkwUmtDh63jzQ,11884532,194041,7802,2019-07-26 14:00:26+00:00,https://i.ytimg.com/vi/5FpcdGpktCU/hqdefault.jpg,2019
K52hc1CYf8o,TILES HOP: EDM Rush! with ANGRY BIRDS ♫  3D animated  Game-Mashup ☺ FunVideoTV - Style ;-)),FunVideoTV,UCoxGrAFk83Z0W_4GLp7Qjvg,648077,2538,0,2019-03-22 16:00:04+00:00,https://i.ytimg.com/vi/K52hc1CYf8o/hqdefault.jpg,2019
8HQCN5JMsqI,Driving a Ferrari F50!!,Speedracer38,UCgCaxeNNi0udzpIldtIEpXg,62345,1023,82,2019-09-29 18:21:12+00:00,https://i.ytimg.com/vi/8HQCN5JMsqI/hqdefault.jpg,2019
IR3n5YAQ7QA,Believe - Mumford & Sons / Mariel Madrid Choreography ft. Keone M. / URBAN DANCE CAMP,URBAN DANCE CAMP,UCBlInd4cuySOHnqOYvhk7tw,389477,7839,125,2019-05-16 19:40:56+00:00,https://i.ytimg.com/vi/IR3n5YAQ7QA/hqdefault.jpg,2019
j-Fyook6k9g,KAUN CHOR HAI ?? Chacha Chaudry ka dimag bhi tez karde aisi paheliya | Majedar aur Jasoosi Paheliyan,Rahasya,UChNurULFy_KFRjN0ogI8THg,36016,1363,206,2019-12-01 07:45:01+00:00,https://i.ytimg.com/vi/j-Fyook6k9g/hqdefault.jpg,2019
OzOQykcB9_Q,Ferrari : Reez Brar  (Lyrical Video) Jarnail Gholia | Latest Punjabi Song 2019 | Sa Records,SA Records,UC5cGZY5qHBjP21aERizDSOg,41496,311,32,2019-05-31 11:32:11+00:00,https://i.ytimg.com/vi/OzOQykcB9_Q/hqdefault.jpg,2019
eOLPYjQVGSs,Learning Colors for Children Spiderman Cartoon For Kids - HUGE Bus Superheroes Cars,CARS 4 CARS,UCrqibU7I1_b1M06OLieE-Rw,2753272,0,0,2019-03-12 12:47:01+00:00,https://i.ytimg.com/vi/eOLPYjQVGSs/hqdefault.jpg,2019
E1Uhkae1ERk,Tableau Charts in Telugu | Data Visualization using Tableau [Telugu] | Edureka Telugu,edureka! Telugu,UCQ-l3fmfsMIMMzcb-Uc2jow,30330,644,3,2019-07-25 13:05:41+00:00,https://i.ytimg.com/vi/E1Uhkae1ERk/hqdefault.jpg,2019
FMm0f0j5EWA,"Jeff Kaplan: the Sigma barrier meta, and other controversies",dinoflask,UCdSpsvkV2N7B7gLb1yTOwqw,326323,25289,1112,2019-10-11 21:23:24+00:00,https://i.ytimg.com/vi/FMm0f0j5EWA/hqdefault.jpg,2019
BiikkvjrH6Y,No Look Trick Shots! | Creezy (Backwards Trickshots),Creezy,UCMJUkbZEHKF7KY8sA0zeaAg,690857,4790,374,2019-03-21 18:34:48+00:00,https://i.ytimg.com/vi/BiikkvjrH6Y/hqdefault.jpg,2019
AabZM9nAJl8,Our Little Beach Wedding,TrentAndLuke,UCAdiXO33UddpduWY47bkoYA,53336,1740,174,2019-02-01 01:09:05+00:00,https://i.ytimg.com/vi/AabZM9nAJl8/hqdefault.jpg,2019
5C6QpeVvVRk,The Farmer in the Dell.  Sing along with Rainbow fish on this underwater nursery rhyme.,Bouncing Baby TV,UCKRavtVhYBxTzigyGVLPPZQ,391770,478,0,2019-10-18 17:49:12+00:00,https://i.ytimg.com/vi/5C6QpeVvVRk/hqdefault.jpg,2019
rz-db5iLtts,"SPLENDOUR VLOG | pre parties, festival, tattoos + more",Aisha Christa,UCi_Gf_aGsmOdX7CZtQC5Qrw,3973,126,28,2019-07-24 12:21:43+00:00,https://i.ytimg.com/vi/rz-db5iLtts/hqdefault.jpg,2019
zkS4N4hb2mQ,Next on Impulse S2 Ep 2,Impulse,UCgLQkRAZsFN6fhqxFyx8qhQ,86934,0,60,2019-10-23 18:00:11+00:00,https://i.ytimg.com/vi/zkS4N4hb2mQ/hqdefault.jpg,2019
S3Wimxxq7xc,The Local Train - Gustaakh (Official),The Local Train,UCTzjnbxgPIHYD0_qDBvNOSQ,1239477,29928,978,2019-06-07 14:17:58+00:00,https://i.ytimg.com/vi/S3Wimxxq7xc/hqdefault.jpg,2019
ipSdxTlPFpw,BECOME GRANNY OR DIE IN ROBLOX!? (Roblox Granny),The Pals,UCTa6JUfYSSu-ELH4hlRdWpg,1539671,15912,1089,2019-02-19 21:00:03+00:00,https://i.ytimg.com/vi/ipSdxTlPFpw/hqdefault.jpg,2019
slSKb5cJBWU,"CHECKERED NINJA (2018) - ""Mental Hospital"" Movie Clip",Edgy Animation Films,UCfzn8Re5nqxqBNXgEqFdAmw,136019,900,30,2019-10-07 11:52:42+00:00,https://i.ytimg.com/vi/slSKb5cJBWU/hqdefault.jpg,2019
WWpVolMoCQE,Lisa&Lena – 5 Things You Know When You Have Siblings (EVERYTIME) | xLL,xLL by Lisa & Lena,UCdFWqYbJHMZGbOs0efRwmsg,1339081,40177,1171,2019-10-20 12:00:02+00:00,https://i.ytimg.com/vi/WWpVolMoCQE/hqdefault.jpg,2019
aBbMHrBQOp4,I REUNITED WITH MY FAMILY FOR THE FIRST TIME IN 21 YEARS,DamonAndJo,UCASjTz4wC5E-8Twuszj7amg,107734,9795,569,2019-10-25 14:29:01+00:00,https://i.ytimg.com/vi/aBbMHrBQOp4/hqdefault.jpg,2019
zio3ni5Imfg,"1,000,000 SPEED RACE IN ROBLOX! (Roblox Speed Simulator)",The Pals,UCTa6JUfYSSu-ELH4hlRdWpg,1156714,10712,1090,2019-02-14 21:00:06+00:00,https://i.ytimg.com/vi/zio3ni5Imfg/hqdefault.jpg,2019
KRzYTU3aUjc,✔️ I CREATE Your Mod Ideas in Minecraft #1,MrCrayfish,UCSwwxl2lWJcbGOGQ_d04v2Q,728649,36354,2001,2019-11-02 18:30:01+00:00,https://i.ytimg.com/vi/KRzYTU3aUjc/hqdefault.jpg,2019
WTYefh54Mt4,EXTREME Slime Makeover! FIXING the UNFIXABLE SLIME Challenge! SUCCESS or FAIL??,Gillian Bower Slime,UCS4vEeyVLcDcwD3p6dPz6GA,655461,11710,1161,2019-08-11 16:21:54+00:00,https://i.ytimg.com/vi/WTYefh54Mt4/hqdefault.jpg,2019
GsVNtE34m6Q,"CRUNCHY ASMR Popeyes Fried Cajun Hot Chicken, Fries, Biscuit & Drink + Hot Sauce (Eating Sounds)",Kal,UCXt_WuB0Uj0x3ft0N5gKZcw,19076,532,19,2019-01-26 06:20:03+00:00,https://i.ytimg.com/vi/GsVNtE34m6Q/hqdefault.jpg,2019
4l60FTLfHv8,Pre-launch Gameplay and Q&A – Anthem Developer Livestream from February 20,Anthem Game,UCIfV-AOz4jZeazVDbzgT9lQ,147852,3095,1016,2019-02-21 01:21:36+00:00,https://i.ytimg.com/vi/4l60FTLfHv8/hqdefault.jpg,2019
OlStON65Jf4,Gifs With Sound #23 🤣😎,Indoorbread,UCn9_ZTVUIsB6UZrq3L_FOJA,3850650,58885,2475,2019-03-27 21:17:16+00:00,https://i.ytimg.com/vi/OlStON65Jf4/hqdefault.jpg,2019
f3xKEwHAzpU,I Spent 24 Days Training Like The Rock! (ULTIMATE WORKOUT CHALLENGE),Uosof Ahmadi,UCMKgI5xN-3Q0MiYZwZRwEcg,25404,646,97,2019-08-04 17:00:04+00:00,https://i.ytimg.com/vi/f3xKEwHAzpU/hqdefault.jpg,2019
8d9EVq17D0U,The Best Journey | Episode 28 | أحلى رحلة ~ الحلقة ٢٨,I Love Islam - أحب الإسلام,UCM0ZWaiPrxRd02ci7No-T8g,1217,57,3,2019-06-02 13:19:21+00:00,https://i.ytimg.com/vi/8d9EVq17D0U/hqdefault.jpg,2019
sWaoGh-1xSE,Meet the NEW WOLFDOG - Is he too dangerous or just mistreated? (And what happened to Lorne!),camelsandfriends,UC63-vXUchmKqP7K9WE2jCfg,138102,1155,713,2019-06-03 16:30:22+00:00,https://i.ytimg.com/vi/sWaoGh-1xSE/hqdefault.jpg,2019
7PcRrbe7pvs,VLOG - LEGO GINGERBREAD HOUSE,MelzyGames,UC_coEHs5dzWn5m5yroGO4oQ,2305,65,24,2019-12-17 16:49:41+00:00,https://i.ytimg.com/vi/7PcRrbe7pvs/hqdefault.jpg,2019
X3AEDSjYqqQ,Mercy MAIN locks in the nails to secure Overwatch POTG,OasisOnOverwatch,UCHhqjm0koDwZmhSVq7cuMFA,10733,331,24,2019-11-01 19:15:00+00:00,https://i.ytimg.com/vi/X3AEDSjYqqQ/hqdefault.jpg,2019
YgAVGCf98hk,The Police - Roxanne (Live),ThePoliceVEVO,UC4CnFBpo6Zk8D6bmeXB0MTg,696786,9987,437,2019-11-15 01:58:53+00:00,https://i.ytimg.com/vi/YgAVGCf98hk/hqdefault.jpg,2019
n82VVdYvS0o,Moominvalley (2019) Official trailer (English),हाम्रो मूमिन,UCWZdmIuyi4Gr-iECcSVi2AA,50250,1332,52,2019-01-26 03:48:18+00:00,https://i.ytimg.com/vi/n82VVdYvS0o/hqdefault.jpg,2019
SDGj5TfqJAA,V1 FOR VICTORY | Battlefield Weekly,Official EA UK,UCfIJut6tiwYV3gwuKIHk00w,1369,27,1,2019-04-18 20:20:28+00:00,https://i.ytimg.com/vi/SDGj5TfqJAA/hqdefault.jpg,2019
3cj9JLj94PU,BLEACH TYBW Discussion: Anime's Potential Return?,Retro Ryno,UCiDZaQkixUQwpfjHiCDdSxg,40029,1101,213,2019-04-10 21:36:33+00:00,https://i.ytimg.com/vi/3cj9JLj94PU/hqdefault.jpg,2019
M235KsEroh4,The Legend of Zelda: A Link to the Past HD - Nintendo Switch,BlobVanDam,UCPpZ_Ao3RdsUkIa4S8BCR8w,1988587,29970,4193,2019-09-02 20:39:28+00:00,https://i.ytimg.com/vi/M235KsEroh4/hqdefault.jpg,2019
SLUst-1fMGU,RC Car Driving Underwater! (gopro Hero 7 Black Underwater Test),RcFrenzy,UCNqm1I_ZFQYkqNhqsph4Q2g,38806,81,6,2019-06-19 10:00:05+00:00,https://i.ytimg.com/vi/SLUst-1fMGU/hqdefault.jpg,2019
-kTRCgxYu2I,✔️ I CREATE Your Mod Ideas in Minecraft #3,MrCrayfish,UCSwwxl2lWJcbGOGQ_d04v2Q,1968135,68314,4158,2019-12-22 13:30:01+00:00,https://i.ytimg.com/vi/-kTRCgxYu2I/hqdefault.jpg,2019
