video_id,title,channel_name,channel_id,view_count,like_count,comment_count,published_date,thumbnail,year
MDbZdXCdEVE,Meikyo - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,454506,2437,101,2006-11-06 11:42:38+00:00,https://i.ytimg.com/vi/MDbZdXCdEVE/hqdefault.jpg,2006
R1KqSlnu4JE,Kanku Sho - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,1145296,6194,197,2006-11-06 11:22:08+00:00,https://i.ytimg.com/vi/R1KqSlnu4JE/hqdefault.jpg,2006
efxiTKgiXS8,Nijushiho - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,656443,3368,98,2006-11-06 11:44:25+00:00,https://i.ytimg.com/vi/efxiTKgiXS8/hqdefault.jpg,2006
-bmF_F2bDoc,Tekki Sandan - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,918996,4232,151,2006-11-06 11:27:26+00:00,https://i.ytimg.com/vi/-bmF_F2bDoc/hqdefault.jpg,2006
RiG93fNAmz0,Ji'in - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,696154,3212,96,2006-11-06 11:37:51+00:00,https://i.ytimg.com/vi/RiG93fNAmz0/hqdefault.jpg,2006
X-Dq32yOvSY,Unsu - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,986294,6117,380,2006-11-06 11:51:01+00:00,https://i.ytimg.com/vi/X-Dq32yOvSY/hqdefault.jpg,2006
4HobC6dj8jA,Gankaku - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,658487,3811,109,2006-11-06 11:29:13+00:00,https://i.ytimg.com/vi/4HobC6dj8jA/hqdefault.jpg,2006
ou14EWbogB0,Chinte - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,485198,2243,91,2006-11-06 11:37:06+00:00,https://i.ytimg.com/vi/ou14EWbogB0/hqdefault.jpg,2006
jjD5ZqUEeJo,Sochin - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,663007,3583,76,2006-11-06 11:40:11+00:00,https://i.ytimg.com/vi/jjD5ZqUEeJo/hqdefault.jpg,2006
py_aMWc4HDo,Wankan - Shotokan Karate,shotokankataman,UC2LfRT9-HMeq5d4CiozF9BQ,650582,3815,177,2006-11-06 11:48:34+00:00,https://i.ytimg.com/vi/py_aMWc4HDo/hqdefault.jpg,2006
